year,ein,object_id,taxpayer_name,name,business_name1,business_name2,title,org_comp,related_comp,other_cmp,form,source,IndvdlTrstOrDrctrInd,InstttnlTrstInd,OffcrInd,KyEmplyInd,HghstCmpnstdEmplyInd,FrmrOfcrDrctrTrstInd
2017,930798039,201633149349303238,KAISER FOUNDATION HEALTH PLAN OF THE NORTHWEST,Erin Downing,,,Special Assistant to the Board,0,134369,17572,IRS990,Frm990PrtVIISctnA,,,,,,X
2017,930798039,201633149349303238,KAISER FOUNDATION HEALTH PLAN OF THE NORTHWEST,Steven Zatkin,,,"SVP, General Counsel & Secy",0,261259,0,IRS990,Frm990PrtVIISctnA,,,,,,X
2017,930863097,201633209349315213,PROVIDENCE HEALTH PLAN,Michael Holcomb,,,Chair of the Board,0,60360,0,IRS990,Frm990PrtVIISctnA,X,,X,,,
2017,930863097,201633209349315213,PROVIDENCE HEALTH PLAN,Chauncey Boyle SP,,,Director,0,0,0,IRS990,Frm990PrtVIISctnA,X,,,,,
2017,930863097,201633209349315213,PROVIDENCE HEALTH PLAN,Marian Schubert CSJ,,,Director,0,0,0,IRS990,Frm990PrtVIISctnA,X,,,,,
2017,930863097,201633209349315213,PROVIDENCE HEALTH PLAN,Phyllis Hughes RSM,,,Director,0,0,0,IRS990,Frm990PrtVIISctnA,X,,,,,
2017,930863097,201633209349315213,PROVIDENCE HEALTH PLAN,Carolina Reyes MD,,,Director,0,15360,0,IRS990,Frm990PrtVIISctnA,X,,,,,
2017,930863097,201633209349315213,PROVIDENCE HEALTH PLAN,Michael A Stein,,,Director,0,15360,0,IRS990,Frm990PrtVIISctnA,X,,,,,
2017,930863097,201633209349315213,PROVIDENCE HEALTH PLAN,Eugene Al Parrish,,,Director,0,15360,0,IRS990,Frm990PrtVIISctnA,X,,,,,
2017,930863097,201633209349315213,PROVIDENCE HEALTH PLAN,Bob Wilson,,,Director,0,18360,0,IRS990,Frm990PrtVIISctnA,X,,,,,
2017,930863097,201633209349315213,PROVIDENCE HEALTH PLAN,Sallye Liner,,,Director,0,15360,0,IRS990,Frm990PrtVIISctnA,X,,,,,
2017,930863097,201633209349315213,PROVIDENCE HEALTH PLAN,Isiaah Crawford,,,Director,0,18360,0,IRS990,Frm990PrtVIISctnA,X,,,,,
2017,930863097,201633209349315213,PROVIDENCE HEALTH PLAN,Martha Diaz Aszkenazy,,,Director,0,18360,0,IRS990,Frm990PrtVIISctnA,X,,,,,
2017,930863097,201633209349315213,PROVIDENCE HEALTH PLAN,Kirby McDonald,,,Director,0,15360,0,IRS990,Frm990PrtVIISctnA,X,,,,,
2017,930863097,201633209349315213,PROVIDENCE HEALTH PLAN,Dave Olsen,,,Director,0,17860,0,IRS990,Frm990PrtVIISctnA,X,,,,,
2017,930863097,201633209349315213,PROVIDENCE HEALTH PLAN,Charles Chuck Watts,,,Director,0,18360,0,IRS990,Frm990PrtVIISctnA,X,,,,,
2017,930863097,201633209349315213,PROVIDENCE HEALTH PLAN,Jack Friedman Thru 615,,,President/CEO,0,770782,117919,IRS990,Frm990PrtVIISctnA,,,X,,,
2017,930863097,201633209349315213,PROVIDENCE HEALTH PLAN,Mike Cotton Eff 715,,,President/CEO,0,291815,57765,IRS990,Frm990PrtVIISctnA,,,X,,,
2017,930863097,201633209349315213,PROVIDENCE HEALTH PLAN,Jeffrey Butcher Thru 915,,,Treasurer / CFO,0,363146,19302,IRS990,Frm990PrtVIISctnA,,,X,,,
2017,930863097,201633209349315213,PROVIDENCE HEALTH PLAN,Cindy Strauss,,,EVP/Chief Legal Officer,0,1526357,64699,IRS990,Frm990PrtVIISctnA,,,X,,,
2017,930863097,201633209349315213,PROVIDENCE HEALTH PLAN,Alison S Schrupp,,,CSO,0,392027,58892,IRS990,Frm990PrtVIISctnA,,,X,,,
2017,930863097,201633209349315213,PROVIDENCE HEALTH PLAN,Barbara L Christensen,,,Chief Sales & Mkt. Officer,0,258750,69338,IRS990,Frm990PrtVIISctnA,,,X,,,
2017,930863097,201633209349315213,PROVIDENCE HEALTH PLAN,Michael G White,,,COO / Interim CFO,0,654462,39279,IRS990,Frm990PrtVIISctnA,,,X,,,
2017,930863097,201633209349315213,PROVIDENCE HEALTH PLAN,Bruce W Wilkinson,,,CIO,0,300851,47448,IRS990,Frm990PrtVIISctnA,,,X,,,
2017,930863097,201633209349315213,PROVIDENCE HEALTH PLAN,Robert A Gluckman,,,CMO,0,837985,71296,IRS990,Frm990PrtVIISctnA,,,X,,,
2017,930863097,201633209349315213,PROVIDENCE HEALTH PLAN,Carrie Smith,,,Chief Compliance Officer,0,268496,39614,IRS990,Frm990PrtVIISctnA,,,X,,,
2017,930863097,201633209349315213,PROVIDENCE HEALTH PLAN,Stephanie C Dreyfuss,,,Dir. Network Develop.,0,286497,23951,IRS990,Frm990PrtVIISctnA,,,,,X,
2017,930863097,201633209349315213,PROVIDENCE HEALTH PLAN,Mark A Whitaker,,,Medical Director,0,287596,26525,IRS990,Frm990PrtVIISctnA,,,,,X,
2017,930863097,201633209349315213,PROVIDENCE HEALTH PLAN,Rakesh Pai,,,Medical Director,0,266680,23234,IRS990,Frm990PrtVIISctnA,,,,,X,
2017,930863097,201633209349315213,PROVIDENCE HEALTH PLAN,Susan Abate,,,Dir. Quality Med. Mgr.,0,233129,78674,IRS990,Frm990PrtVIISctnA,,,,,X,
2017,930863097,201633209349315213,PROVIDENCE HEALTH PLAN,Sally Marsh,,,Account Executive,0,232521,35305,IRS990,Frm990PrtVIISctnA,,,,,X,
2017,930863097,201703069349301575,PROVIDENCE HEALTH PLAN,Dave Olsen,,,Vice Chair - Thru 3/16,0,24135,0,IRS990,Frm990PrtVIISctnA,X,,X,,,
2017,930863097,201703069349301575,PROVIDENCE HEALTH PLAN,Michael Holcomb,,,Director /Chair Thru 3/16,0,45360,0,IRS990,Frm990PrtVIISctnA,X,,X,,,
2017,930863097,201703069349301575,PROVIDENCE HEALTH PLAN,Phyllis Hughes RSM,,,Director - Thru 3/16,0,0,0,IRS990,Frm990PrtVIISctnA,X,,,,,
2017,930863097,201703069349301575,PROVIDENCE HEALTH PLAN,Sallye Liner,,,Director - Thru 3/16,0,20360,0,IRS990,Frm990PrtVIISctnA,X,,,,,
2017,930863097,201703069349301575,PROVIDENCE HEALTH PLAN,Carolina Reyes MD,,,Director - Thru 3/16,0,22860,0,IRS990,Frm990PrtVIISctnA,X,,,,,
2017,930863097,201703069349301575,PROVIDENCE HEALTH PLAN,Chauncey Boyle SP,,,Director - Thru 3/16,0,0,0,IRS990,Frm990PrtVIISctnA,X,,,,,
2017,930863097,201703069349301575,PROVIDENCE HEALTH PLAN,Marian Schubert CSJ,,,Director - Thru 3/16,0,0,0,IRS990,Frm990PrtVIISctnA,X,,,,,
2017,930863097,201703069349301575,PROVIDENCE HEALTH PLAN,Michael A Stein,,,Director - Thru 3/16,0,7680,0,IRS990,Frm990PrtVIISctnA,X,,,,,
2017,930863097,201703069349301575,PROVIDENCE HEALTH PLAN,Eugene Al Parrish,,,Director - Thru 3/16,0,7680,0,IRS990,Frm990PrtVIISctnA,X,,,,,
2017,930863097,201703069349301575,PROVIDENCE HEALTH PLAN,Bob Wilson,,,Director - Thru 3/16,0,9120,0,IRS990,Frm990PrtVIISctnA,X,,,,,
2017,930863097,201703069349301575,PROVIDENCE HEALTH PLAN,Martha Diaz Aszkenazy,,,Director - Thru 3/16,0,9180,0,IRS990,Frm990PrtVIISctnA,X,,,,,
2017,930863097,201703069349301575,PROVIDENCE HEALTH PLAN,Kirby McDonald,,,Director - Thru 3/16,0,7680,0,IRS990,Frm990PrtVIISctnA,X,,,,,
2017,930863097,201703069349301575,PROVIDENCE HEALTH PLAN,Charles Chuck Watts,,,Director - Thru 3/16,0,9180,0,IRS990,Frm990PrtVIISctnA,X,,,,,
2017,930863097,201703069349301575,PROVIDENCE HEALTH PLAN,Isiaah Crawford,,,Director,0,24360,0,IRS990,Frm990PrtVIISctnA,X,,,,,
2017,930863097,201703069349301575,PROVIDENCE HEALTH PLAN,Debra A Canales - Eff 416,,,Director,0,2092357,611609,IRS990,Frm990PrtVIISctnA,X,,,,,
2017,930863097,201703069349301575,PROVIDENCE HEALTH PLAN,Gilbert Rodriguez MD -Eff416,,,Director,0,0,0,IRS990,Frm990PrtVIISctnA,X,,,,,
2017,930863097,201703069349301575,PROVIDENCE HEALTH PLAN,Heath Schiesser - Eff 416,,,Director,0,0,0,IRS990,Frm990PrtVIISctnA,X,,,,,
2017,930863097,201703069349301575,PROVIDENCE HEALTH PLAN,Todd Hofheins - Eff 416,,,Director,0,1571440,60670,IRS990,Frm990PrtVIISctnA,X,,,,,
2017,930863097,201703069349301575,PROVIDENCE HEALTH PLAN,Mike Cotton,,,President / CEO,0,758611,213000,IRS990,Frm990PrtVIISctnA,X,,X,,,
2017,930863097,201703069349301575,PROVIDENCE HEALTH PLAN,Rhonda Medows MD - Eff 416,,,Chair,0,1565700,320279,IRS990,Frm990PrtVIISctnA,X,,X,,,
2017,930863097,201703069349301575,PROVIDENCE HEALTH PLAN,Cindy Strauss - Thru 616,,,Secretary,0,1462780,58266,IRS990,Frm990PrtVIISctnA,,,X,,,
2017,930863097,201703069349301575,PROVIDENCE HEALTH PLAN,Greg Zamudio - Eff 716,,,Secretary,0,233530,68176,IRS990,Frm990PrtVIISctnA,,,X,,,
2017,930863097,201703069349301575,PROVIDENCE HEALTH PLAN,Michael G White,,,VP/Treasurer,0,508242,143828,IRS990,Frm990PrtVIISctnA,,,X,,,
2017,930863097,201703069349301575,PROVIDENCE HEALTH PLAN,Alison S Schrupp,,,Chief Admin. Officer,0,345840,75560,IRS990,Frm990PrtVIISctnA,,,,X,,
2017,930863097,201703069349301575,PROVIDENCE HEALTH PLAN,Jon McAnnis,,,Chief Info. Officer,0,177614,17286,IRS990,Frm990PrtVIISctnA,,,,X,,
2017,930863097,201703069349301575,PROVIDENCE HEALTH PLAN,Brad Garrigues,,,Chief Marketing Officer,0,246160,30958,IRS990,Frm990PrtVIISctnA,,,,X,,
2017,930863097,201703069349301575,PROVIDENCE HEALTH PLAN,Robert A Gluckman,,,Chief Medical Officer,0,488746,48242,IRS990,Frm990PrtVIISctnA,,,,X,,
2017,930863097,201703069349301575,PROVIDENCE HEALTH PLAN,Mark Jensen,,,Chief Services Officer,0,233645,42178,IRS990,Frm990PrtVIISctnA,,,,X,,
2017,930863097,201703069349301575,PROVIDENCE HEALTH PLAN,Carrie Smith,,,Chief Compliance Officer,0,285616,40018,IRS990,Frm990PrtVIISctnA,,,,X,,
2017,930863097,201703069349301575,PROVIDENCE HEALTH PLAN,Stephanie C Dreyfuss,,,Dir. Network Develop.,0,304985,27282,IRS990,Frm990PrtVIISctnA,,,,X,,
2017,930863097,201703069349301575,PROVIDENCE HEALTH PLAN,Sally Marsh,,,Account Executive,0,318596,36770,IRS990,Frm990PrtVIISctnA,,,,,X,
2017,930863097,201703069349301575,PROVIDENCE HEALTH PLAN,Gregory Barkee,,,Director of Technology,0,297544,13061,IRS990,Frm990PrtVIISctnA,,,,,X,
2017,930863097,201703069349301575,PROVIDENCE HEALTH PLAN,Mark A Whitaker,,,Medical Director,0,284049,27475,IRS990,Frm990PrtVIISctnA,,,,,X,
2017,930863097,201703069349301575,PROVIDENCE HEALTH PLAN,Susan Abate,,,Dir. Quality Med. Mgr.,0,244496,25563,IRS990,Frm990PrtVIISctnA,,,,,X,
2017,930863097,201703069349301575,PROVIDENCE HEALTH PLAN,Andrew Tarab,,,AVP Informatics,0,243484,22562,IRS990,Frm990PrtVIISctnA,,,,,X,
2017,930863097,201703069349301575,PROVIDENCE HEALTH PLAN,Jack Friedman,,,Former President / CEO,0,299327,0,IRS990,Frm990PrtVIISctnA,,,,,,X
2017,550828701,201603209349315205,PROVIDENCE HEALTH ASSURANCE,Michael Holcomb,,,Chair of the Board,0,60360,0,IRS990,Frm990PrtVIISctnA,X,,X,,,
2017,550828701,201603209349315205,PROVIDENCE HEALTH ASSURANCE,Chauncey Boyle SP,,,Director,0,0,0,IRS990,Frm990PrtVIISctnA,X,,,,,
2017,550828701,201603209349315205,PROVIDENCE HEALTH ASSURANCE,Marian Schubert CSJ,,,Director,0,0,0,IRS990,Frm990PrtVIISctnA,X,,,,,
2017,550828701,201603209349315205,PROVIDENCE HEALTH ASSURANCE,Phyllis Hughes RSM,,,Director,0,0,0,IRS990,Frm990PrtVIISctnA,X,,,,,
2017,550828701,201603209349315205,PROVIDENCE HEALTH ASSURANCE,Carolina Reyes MD,,,Director,0,15360,0,IRS990,Frm990PrtVIISctnA,X,,,,,
2017,550828701,201603209349315205,PROVIDENCE HEALTH ASSURANCE,Michael A Stein,,,Director,0,15360,0,IRS990,Frm990PrtVIISctnA,X,,,,,
2017,550828701,201603209349315205,PROVIDENCE HEALTH ASSURANCE,Eugene Al Parrish,,,Director,0,15360,0,IRS990,Frm990PrtVIISctnA,X,,,,,
2017,550828701,201603209349315205,PROVIDENCE HEALTH ASSURANCE,Bob Wilson,,,Director,0,18360,0,IRS990,Frm990PrtVIISctnA,X,,,,,
2017,550828701,201603209349315205,PROVIDENCE HEALTH ASSURANCE,Sallye Liner,,,Director,0,15360,0,IRS990,Frm990PrtVIISctnA,X,,,,,
2017,550828701,201603209349315205,PROVIDENCE HEALTH ASSURANCE,Isiaah Crawford,,,Director,0,18360,0,IRS990,Frm990PrtVIISctnA,X,,,,,
2017,550828701,201603209349315205,PROVIDENCE HEALTH ASSURANCE,Martha Diaz Aszkenazy,,,Director,0,18360,0,IRS990,Frm990PrtVIISctnA,X,,,,,
2017,550828701,201603209349315205,PROVIDENCE HEALTH ASSURANCE,Kirby McDonald,,,Director,0,15360,0,IRS990,Frm990PrtVIISctnA,X,,,,,
2017,550828701,201603209349315205,PROVIDENCE HEALTH ASSURANCE,Dave Olsen,,,Director,0,17860,0,IRS990,Frm990PrtVIISctnA,X,,,,,
2017,550828701,201603209349315205,PROVIDENCE HEALTH ASSURANCE,Charles Chuck Watts,,,Director,0,18360,0,IRS990,Frm990PrtVIISctnA,X,,,,,
2017,550828701,201603209349315205,PROVIDENCE HEALTH ASSURANCE,Jack Friedman Thru 615,,,President/CEO,0,770782,117919,IRS990,Frm990PrtVIISctnA,,,X,,,
2017,550828701,201603209349315205,PROVIDENCE HEALTH ASSURANCE,Mike Cotton Eff 715,,,President/CEO,0,291815,57765,IRS990,Frm990PrtVIISctnA,,,X,,,
2017,550828701,201603209349315205,PROVIDENCE HEALTH ASSURANCE,Jeffrey Butcher Thru 915,,,Treasurer / CFO,0,363146,19302,IRS990,Frm990PrtVIISctnA,,,X,,,
2017,550828701,201603209349315205,PROVIDENCE HEALTH ASSURANCE,Cindy Strauss,,,EVP/Chief Legal Officer,0,1526357,64699,IRS990,Frm990PrtVIISctnA,,,X,,,
2017,550828701,201603209349315205,PROVIDENCE HEALTH ASSURANCE,Alison S Schrupp,,,CSO,0,392027,58892,IRS990,Frm990PrtVIISctnA,,,X,,,
2017,550828701,201603209349315205,PROVIDENCE HEALTH ASSURANCE,Barbara L Christensen,,,Chief Sales & Mkt. Officer,0,258750,69338,IRS990,Frm990PrtVIISctnA,,,X,,,
2017,550828701,201603209349315205,PROVIDENCE HEALTH ASSURANCE,Michael G White,,,COO / Interim CFO,0,654462,39279,IRS990,Frm990PrtVIISctnA,,,X,,,
2017,550828701,201603209349315205,PROVIDENCE HEALTH ASSURANCE,Bruce W Wilkinson,,,CIO,0,300851,47448,IRS990,Frm990PrtVIISctnA,,,X,,,
2017,550828701,201603209349315205,PROVIDENCE HEALTH ASSURANCE,Robert A Gluckman,,,CMO,0,837985,71296,IRS990,Frm990PrtVIISctnA,,,X,,,
2017,550828701,201603209349315205,PROVIDENCE HEALTH ASSURANCE,Carrie Smith,,,Chief Compliance Officer,0,268496,39614,IRS990,Frm990PrtVIISctnA,,,X,,,
2017,550828701,201603209349315205,PROVIDENCE HEALTH ASSURANCE,Stephanie C Dreyfuss,,,Dir. Network Develop.,0,286497,23951,IRS990,Frm990PrtVIISctnA,,,,,X,
2017,550828701,201603209349315205,PROVIDENCE HEALTH ASSURANCE,Mark A Whitaker,,,Medical Director,0,287596,26525,IRS990,Frm990PrtVIISctnA,,,,,X,
2017,550828701,201603209349315205,PROVIDENCE HEALTH ASSURANCE,Rakesh Pai,,,Medical Director,0,266680,23234,IRS990,Frm990PrtVIISctnA,,,,,X,
2017,550828701,201603209349315205,PROVIDENCE HEALTH ASSURANCE,Susan Abate,,,Dir. Quality Med. Mgr.,0,233129,78674,IRS990,Frm990PrtVIISctnA,,,,,X,
2017,550828701,201603209349315205,PROVIDENCE HEALTH ASSURANCE,Sally Marsh,,,Account Executive,0,232521,35305,IRS990,Frm990PrtVIISctnA,,,,,X,
2017,550828701,201723069349301572,PROVIDENCE HEALTH ASSURANCE,Dave Olsen,,,Vice Chair - Thru 3/16,0,24135,0,IRS990,Frm990PrtVIISctnA,X,,X,,,
2017,550828701,201723069349301572,PROVIDENCE HEALTH ASSURANCE,Michael Holcomb,,,Director /Chair Thru 3/16,0,45360,0,IRS990,Frm990PrtVIISctnA,X,,X,,,
2017,550828701,201723069349301572,PROVIDENCE HEALTH ASSURANCE,Phyllis Hughes RSM,,,Director - Thru 3/16,0,0,0,IRS990,Frm990PrtVIISctnA,X,,,,,
2017,550828701,201723069349301572,PROVIDENCE HEALTH ASSURANCE,Sallye Liner,,,Director - Thru 3/16,0,20360,0,IRS990,Frm990PrtVIISctnA,X,,,,,
2017,550828701,201723069349301572,PROVIDENCE HEALTH ASSURANCE,Carolina Reyes MD,,,Director - Thru 3/16,0,22860,0,IRS990,Frm990PrtVIISctnA,X,,,,,
2017,550828701,201723069349301572,PROVIDENCE HEALTH ASSURANCE,Chauncey Boyle SP,,,Director - Thru 3/16,0,0,0,IRS990,Frm990PrtVIISctnA,X,,,,,
2017,550828701,201723069349301572,PROVIDENCE HEALTH ASSURANCE,Marian Schubert CSJ,,,Director - Thru 3/16,0,0,0,IRS990,Frm990PrtVIISctnA,X,,,,,
2017,550828701,201723069349301572,PROVIDENCE HEALTH ASSURANCE,Michael A Stein,,,Director - Thru 3/16,0,7680,0,IRS990,Frm990PrtVIISctnA,X,,,,,
2017,550828701,201723069349301572,PROVIDENCE HEALTH ASSURANCE,Eugene Al Parrish,,,Director - Thru 3/16,0,7680,0,IRS990,Frm990PrtVIISctnA,X,,,,,
2017,550828701,201723069349301572,PROVIDENCE HEALTH ASSURANCE,Bob Wilson,,,Director - Thru 3/16,0,9120,0,IRS990,Frm990PrtVIISctnA,X,,,,,
2017,550828701,201723069349301572,PROVIDENCE HEALTH ASSURANCE,Martha Diaz Aszkenazy,,,Director - Thru 3/16,0,9180,0,IRS990,Frm990PrtVIISctnA,X,,,,,
2017,550828701,201723069349301572,PROVIDENCE HEALTH ASSURANCE,Kirby McDonald,,,Director - Thru 3/16,0,7680,0,IRS990,Frm990PrtVIISctnA,X,,,,,
2017,550828701,201723069349301572,PROVIDENCE HEALTH ASSURANCE,Charles Chuck Watts,,,Director - Thru 3/16,0,9180,0,IRS990,Frm990PrtVIISctnA,X,,,,,
2017,550828701,201723069349301572,PROVIDENCE HEALTH ASSURANCE,Isiaah Crawford,,,Director,0,24360,0,IRS990,Frm990PrtVIISctnA,X,,,,,
2017,550828701,201723069349301572,PROVIDENCE HEALTH ASSURANCE,Debra A Canales - Eff 416,,,Director,0,2092357,611609,IRS990,Frm990PrtVIISctnA,X,,,,,
2017,550828701,201723069349301572,PROVIDENCE HEALTH ASSURANCE,Gilbert RodriguezMD -Eff 416,,,Director,0,0,0,IRS990,Frm990PrtVIISctnA,X,,,,,
2017,550828701,201723069349301572,PROVIDENCE HEALTH ASSURANCE,Heath Schiesser - Eff 416,,,Director,0,0,0,IRS990,Frm990PrtVIISctnA,X,,,,,
