period,ein,object_id,taxpayer_name,name,business_name1,business_name2,title,org_comp,related_comp
201512,930798039,201633149349303238,KAISER FOUNDATION HEALTH PLAN OF THE NORTHWEST,Donna Lynne,,,"EVP, GP & Region Pres - CO",,2526445
201512,930798039,201633149349303238,KAISER FOUNDATION HEALTH PLAN OF THE NORTHWEST,Philip A Marineau,,,Director,,226213
201512,930798039,201633149349303238,KAISER FOUNDATION HEALTH PLAN OF THE NORTHWEST,Andrew McCulloch,,,Region President - Northwest,,1606980
201512,930798039,201633149349303238,KAISER FOUNDATION HEALTH PLAN OF THE NORTHWEST,Thomas Meier,,,"SVP, Corporate Treasurer",,1089946
201512,930798039,201633149349303238,KAISER FOUNDATION HEALTH PLAN OF THE NORTHWEST,Susan Mullaney,,,"VP, COO - NW",,527296
201512,930798039,201633149349303238,KAISER FOUNDATION HEALTH PLAN OF THE NORTHWEST,Adam Nemer,,,"Exec Dir, Claims Memb & Ben",,366364
201512,930798039,201633149349303238,KAISER FOUNDATION HEALTH PLAN OF THE NORTHWEST,Donald Orndoff,,,"SVP, NFS",,1387960
201512,930798039,201633149349303238,KAISER FOUNDATION HEALTH PLAN OF THE NORTHWEST,Edward YW Pei,,,Director,,248964
201512,930798039,201633149349303238,KAISER FOUNDATION HEALTH PLAN OF THE NORTHWEST,Margaret E Porfido,,,Director,,255935
201512,930798039,201633149349303238,KAISER FOUNDATION HEALTH PLAN OF THE NORTHWEST,Karen Schartman,,,VP & CFO,,604135
201512,930798039,201633149349303238,KAISER FOUNDATION HEALTH PLAN OF THE NORTHWEST,Jacqueline Sellers,,,Assistant Secretary,,328070
201512,930798039,201633149349303238,KAISER FOUNDATION HEALTH PLAN OF THE NORTHWEST,Richard Shannon,,,Director,,226500
201512,930798039,201633149349303238,KAISER FOUNDATION HEALTH PLAN OF THE NORTHWEST,Arthur Southam,,,"EVP, Health Plan Operations",,2938109
201512,930798039,201633149349303238,KAISER FOUNDATION HEALTH PLAN OF THE NORTHWEST,Deborah Stokes,,,"SVP, Controller & CAO",,926500
201512,930798039,201633149349303238,KAISER FOUNDATION HEALTH PLAN OF THE NORTHWEST,Cynthia A Telles PhD,,,Director,,251566
201512,930798039,201633149349303238,KAISER FOUNDATION HEALTH PLAN OF THE NORTHWEST,Bernard Tyson,,,Chairman & CEO,,6040023
201512,930798039,201633149349303238,KAISER FOUNDATION HEALTH PLAN OF THE NORTHWEST,Wendy N Watson,,,"VP, Regl Prof Services",,376451
201512,930798039,201633149349303238,KAISER FOUNDATION HEALTH PLAN OF THE NORTHWEST,William Wiechmann,,,Assistant Secretary,,533691
201512,930798039,201633149349303238,KAISER FOUNDATION HEALTH PLAN OF THE NORTHWEST,Kenneth R Wright,,,"VP, Dental Care Svcs - NW",,493379
201512,930798039,201633149349303238,KAISER FOUNDATION HEALTH PLAN OF THE NORTHWEST,Victoria Zatkin,,,"VP, Off of Brd & Corp Gov Svcs",,541081
201512,930798039,201633149349303238,KAISER FOUNDATION HEALTH PLAN OF THE NORTHWEST,Steven Zatkin,,,"SVP, General Counsel & Secy",,261259
201512,930798039,201633149349303238,KAISER FOUNDATION HEALTH PLAN OF THE NORTHWEST,Mark Zemelman,,,"SVP, General Counsel & Secy",,1758706
201512,930863097,201633209349315213,PROVIDENCE HEALTH PLAN,Jack Friedman Thru 615,,,President/CEO,0,888701
201512,930863097,201633209349315213,PROVIDENCE HEALTH PLAN,Mike Cotton Eff 715,,,President/CEO,0,349580
201512,930863097,201633209349315213,PROVIDENCE HEALTH PLAN,Jeffrey Butcher Thru 915,,,Treasurer / CFO,0,382448
201512,930863097,201633209349315213,PROVIDENCE HEALTH PLAN,Cindy Strauss,,,EVP/Chief Legal Officer,0,1591056
201512,930863097,201633209349315213,PROVIDENCE HEALTH PLAN,Alison S Schrupp,,,CSO,0,450919
201512,930863097,201633209349315213,PROVIDENCE HEALTH PLAN,Barbara L Christensen,,,Chief Sales & Mkt. Officer,0,328088
201512,930863097,201633209349315213,PROVIDENCE HEALTH PLAN,Michael G White,,,COO / Interim CFO,0,693741
201512,930863097,201633209349315213,PROVIDENCE HEALTH PLAN,Bruce W Wilkinson,,,CIO,0,348299
201512,930863097,201633209349315213,PROVIDENCE HEALTH PLAN,Robert A Gluckman,,,CMO,0,909281
201512,930863097,201633209349315213,PROVIDENCE HEALTH PLAN,Carrie Smith,,,Chief Compliance Officer,0,308110
201512,930863097,201633209349315213,PROVIDENCE HEALTH PLAN,Stephanie C Dreyfuss,,,Dir. Network Develop.,0,310448
201512,930863097,201633209349315213,PROVIDENCE HEALTH PLAN,Mark A Whitaker,,,Medical Director,0,314121
201512,930863097,201633209349315213,PROVIDENCE HEALTH PLAN,Rakesh Pai,,,Medical Director,0,289914
201512,930863097,201633209349315213,PROVIDENCE HEALTH PLAN,Susan Abate,,,Dir. Quality Med. Mgr.,0,311803
201512,930863097,201633209349315213,PROVIDENCE HEALTH PLAN,Sally Marsh,,,Account Executive,0,267826
201612,930863097,201703069349301575,PROVIDENCE HEALTH PLAN,Debra A Canales - Eff 416,,,Director,0,2703966
201612,930863097,201703069349301575,PROVIDENCE HEALTH PLAN,Todd Hofheins - Eff 416,,,Director,0,1632110
201612,930863097,201703069349301575,PROVIDENCE HEALTH PLAN,Mike Cotton,,,President / CEO,0,971611
201612,930863097,201703069349301575,PROVIDENCE HEALTH PLAN,Rhonda Medows MD - Eff 416,,,Chair,0,1885979
201612,930863097,201703069349301575,PROVIDENCE HEALTH PLAN,Cindy Strauss - Thru 616,,,Secretary,0,1521046
201612,930863097,201703069349301575,PROVIDENCE HEALTH PLAN,Greg Zamudio - Eff 716,,,Secretary,0,301706
201612,930863097,201703069349301575,PROVIDENCE HEALTH PLAN,Michael G White,,,VP/Treasurer,0,652070
201612,930863097,201703069349301575,PROVIDENCE HEALTH PLAN,Alison S Schrupp,,,Chief Admin. Officer,0,421400
201612,930863097,201703069349301575,PROVIDENCE HEALTH PLAN,Jon McAnnis,,,Chief Info. Officer,0,194900
201612,930863097,201703069349301575,PROVIDENCE HEALTH PLAN,Brad Garrigues,,,Chief Marketing Officer,0,277118
201612,930863097,201703069349301575,PROVIDENCE HEALTH PLAN,Robert A Gluckman,,,Chief Medical Officer,0,536988
201612,930863097,201703069349301575,PROVIDENCE HEALTH PLAN,Mark Jensen,,,Chief Services Officer,0,275823
201612,930863097,201703069349301575,PROVIDENCE HEALTH PLAN,Carrie Smith,,,Chief Compliance Officer,0,325634
201612,930863097,201703069349301575,PROVIDENCE HEALTH PLAN,Stephanie C Dreyfuss,,,Dir. Network Develop.,0,332267
201612,930863097,201703069349301575,PROVIDENCE HEALTH PLAN,Sally Marsh,,,Account Executive,0,355366
201612,930863097,201703069349301575,PROVIDENCE HEALTH PLAN,Gregory Barkee,,,Director of Technology,0,310605
201612,930863097,201703069349301575,PROVIDENCE HEALTH PLAN,Mark A Whitaker,,,Medical Director,0,311524
201612,930863097,201703069349301575,PROVIDENCE HEALTH PLAN,Susan Abate,,,Dir. Quality Med. Mgr.,0,270059
201612,930863097,201703069349301575,PROVIDENCE HEALTH PLAN,Andrew Tarab,,,AVP Informatics,0,266046
201612,930863097,201703069349301575,PROVIDENCE HEALTH PLAN,Jack Friedman,,,Former President / CEO,0,299327
201512,550828701,201603209349315205,PROVIDENCE HEALTH ASSURANCE,Jack Friedman Thru 615,,,President/CEO,0,888701
201512,550828701,201603209349315205,PROVIDENCE HEALTH ASSURANCE,Mike Cotton Eff 715,,,President/CEO,0,349580
201512,550828701,201603209349315205,PROVIDENCE HEALTH ASSURANCE,Jeffrey Butcher Thru 915,,,Treasurer / CFO,0,382448
201512,550828701,201603209349315205,PROVIDENCE HEALTH ASSURANCE,Cindy Strauss,,,EVP/Chief Legal Officer,0,1591056
201512,550828701,201603209349315205,PROVIDENCE HEALTH ASSURANCE,Alison S Schrupp,,,CSO,0,450919
201512,550828701,201603209349315205,PROVIDENCE HEALTH ASSURANCE,Barbara L Christensen,,,Chief Sales & Mkt. Officer,0,328088
201512,550828701,201603209349315205,PROVIDENCE HEALTH ASSURANCE,Michael G White,,,COO / Interim CFO,0,693741
201512,550828701,201603209349315205,PROVIDENCE HEALTH ASSURANCE,Bruce W Wilkinson,,,CIO,0,348299
201512,550828701,201603209349315205,PROVIDENCE HEALTH ASSURANCE,Robert A Gluckman,,,CMO,0,909281
201512,550828701,201603209349315205,PROVIDENCE HEALTH ASSURANCE,Carrie Smith,,,Chief Compliance Officer,0,308110
201512,550828701,201603209349315205,PROVIDENCE HEALTH ASSURANCE,Stephanie C Dreyfuss,,,Dir. Network Develop.,0,310448
201512,550828701,201603209349315205,PROVIDENCE HEALTH ASSURANCE,Mark A Whitaker,,,Medical Director,0,314121
201512,550828701,201603209349315205,PROVIDENCE HEALTH ASSURANCE,Rakesh Pai,,,Medical Director,0,289914
201512,550828701,201603209349315205,PROVIDENCE HEALTH ASSURANCE,Susan Abate,,,Dir. Quality Med. Mgr.,0,311803
201512,550828701,201603209349315205,PROVIDENCE HEALTH ASSURANCE,Sally Marsh,,,Account Executive,0,267826
201612,550828701,201723069349301572,PROVIDENCE HEALTH ASSURANCE,Debra A Canales - Eff 416,,,Director,0,2703966
201612,550828701,201723069349301572,PROVIDENCE HEALTH ASSURANCE,Todd Hofheins - Eff 416,,,Director,0,1632110
201612,550828701,201723069349301572,PROVIDENCE HEALTH ASSURANCE,Mike Cotton,,,President / CEO,0,971611
201612,550828701,201723069349301572,PROVIDENCE HEALTH ASSURANCE,Rhonda Medows MD - Eff 416,,,Chair,0,1885979
201612,550828701,201723069349301572,PROVIDENCE HEALTH ASSURANCE,Cindy Strauss - Thru 616,,,Secretary,0,1521046
201612,550828701,201723069349301572,PROVIDENCE HEALTH ASSURANCE,Greg Zamudio - Eff 716,,,Secretary,0,301706
201612,550828701,201723069349301572,PROVIDENCE HEALTH ASSURANCE,Michael G White,,,CFO/Treasurer,0,652070
201612,550828701,201723069349301572,PROVIDENCE HEALTH ASSURANCE,Alison S Schrupp,,,Chief Admin. Officer,0,421400
201612,550828701,201723069349301572,PROVIDENCE HEALTH ASSURANCE,Jon McAnnis,,,Chief Info. Officer,0,194900
201612,550828701,201723069349301572,PROVIDENCE HEALTH ASSURANCE,Brad Garrigues,,,Chief Marketing Officer,0,277118
201612,550828701,201723069349301572,PROVIDENCE HEALTH ASSURANCE,Robert A Gluckman,,,Chief Medical Officer,0,536988
201612,550828701,201723069349301572,PROVIDENCE HEALTH ASSURANCE,Mark Jensen,,,Chief Services Officer,0,275823
201612,550828701,201723069349301572,PROVIDENCE HEALTH ASSURANCE,Carrie Smith,,,Chief Compliance Officer,0,325634
201612,550828701,201723069349301572,PROVIDENCE HEALTH ASSURANCE,Stephanie C Dreyfuss,,,Dir. Network Develop.,0,332267
201612,550828701,201723069349301572,PROVIDENCE HEALTH ASSURANCE,Sally Marsh,,,Account Executive,0,355366
201612,550828701,201723069349301572,PROVIDENCE HEALTH ASSURANCE,Gregory Barkee,,,Director of Technology,0,340368
201612,550828701,201723069349301572,PROVIDENCE HEALTH ASSURANCE,Mark A Whitaker,,,Medical Director,0,311524
201612,550828701,201723069349301572,PROVIDENCE HEALTH ASSURANCE,Susan Abate,,,Dir. Quality Med. Mgr.,0,270059
201612,550828701,201723069349301572,PROVIDENCE HEALTH ASSURANCE,Andrew Tarab,,,AVP Informatics,0,266046
201612,550828701,201723069349301572,PROVIDENCE HEALTH ASSURANCE,Jack Friedman,,,Former President / CEO,0,299327
201512,930933975,201633169349300813,CAREOREGON INC,Patrick J Curran,,,"CEO, President, BoD",479468,0
201512,930933975,201633169349300813,CAREOREGON INC,Scott W Clement,,,"Interim CEO, President, BoD",289918,0
201512,930933975,201633169349300813,CAREOREGON INC,Margaret S Rowland,,,Chief Medical Officer,369221,0
201512,930933975,201633169349300813,CAREOREGON INC,Katherine A Ellis,,,"COO, Board Secretary",311912,0
201512,930933975,201633169349300813,CAREOREGON INC,Teresa K Learn,,,"CFO, Board Treasurer",308307,0
201512,930933975,201633169349300813,CAREOREGON INC,Rodney Meyer,,,Director of IS,216031,0
201512,930933975,201633169349300813,CAREOREGON INC,Thomas DeVaney,,,Dir of Claims & Customer Svc,178688,0
201512,930933975,201633169349300813,CAREOREGON INC,Amit R Shah,,,Sr Medical Dir - Network Svc,308554,0
201512,930933975,201633169349300813,CAREOREGON INC,Douglas R Luther,,,Sr Med Director - operations,306378,0
201512,930933975,201633169349300813,CAREOREGON INC,William J Kennedy,,,Medical Director,298022,0
201512,930933975,201633169349300813,CAREOREGON INC,Alyssa Franzen,,,Dental Director,232762,0
201512,930933975,201633169349300813,CAREOREGON INC,Rebecca Ramsay,,,Director of Population Health,238283,0
201612,930933975,201713049349300926,CAREOREGON INC,Patrick J Curran,,,INTEGRATION & BUS DEV OFFICER,339957,
201612,930933975,201713049349300926,CAREOREGON INC,Scott W Clement,,,"Interim CEO, Integration-BDO",342639,
201612,930933975,201713049349300926,CAREOREGON INC,Katherine A Ellis,,,"COO, Board Secretary",324249,
201612,930933975,201713049349300926,CAREOREGON INC,Teresa K Learn,,,"CFO, Board Treasurer",316853,
201612,930933975,201713049349300926,CAREOREGON INC,Amit R Shah,,,CHIEF MEDICAL OFFICER,338444,
201612,930933975,201713049349300926,CAREOREGON INC,Douglas R Luther,,,Sr Med Director - operations,327406,
201612,930933975,201713049349300926,CAREOREGON INC,William J Kennedy,,,Medical Director,316196,
201612,930933975,201713049349300926,CAREOREGON INC,Eric C Hunter,,,"CEO, President & Board of Dire",266239,
201612,930933975,201713049349300926,CAREOREGON INC,Carl D Stevens,,,Medical Director,280562,
201612,930933975,201713049349300926,CAREOREGON INC,Safina Koreishi,,,Medical Director,261765,
201606,237083114,201721109349300922,OREGON HEALTH AND SCIENCE UNIVERSITY FOUNDATION,Nels L Carlson MD,,,Trustee,0,279983
201606,237083114,201721109349300922,OREGON HEALTH AND SCIENCE UNIVERSITY FOUNDATION,Joseph E Robertson Jr MD,,,Trustee,0,1791526
201606,237083114,201721109349300922,OREGON HEALTH AND SCIENCE UNIVERSITY FOUNDATION,L Keith Todd,,,President,637078,0
201606,237083114,201721109349300922,OREGON HEALTH AND SCIENCE UNIVERSITY FOUNDATION,Constance French,,,Former Senior Vice President,340538,0
201606,237083114,201721109349300922,OREGON HEALTH AND SCIENCE UNIVERSITY FOUNDATION,Joy McCammon,,,Vice President,242793,0
201606,237083114,201721109349300922,OREGON HEALTH AND SCIENCE UNIVERSITY FOUNDATION,Mary Turina,,,Vice President,359262,0
201606,237083114,201721109349300922,OREGON HEALTH AND SCIENCE UNIVERSITY FOUNDATION,Rebecca Auman,,,Director,242169,0
201606,237083114,201721109349300922,OREGON HEALTH AND SCIENCE UNIVERSITY FOUNDATION,James Ervin,,,Director,210682,0
201606,237083114,201721109349300922,OREGON HEALTH AND SCIENCE UNIVERSITY FOUNDATION,Carolyn Hoyt,,,Director,193452,0
201606,237083114,201721109349300922,OREGON HEALTH AND SCIENCE UNIVERSITY FOUNDATION,Drew Hunsinger,,,Director,216768,0
201606,237083114,201721109349300922,OREGON HEALTH AND SCIENCE UNIVERSITY FOUNDATION,Rachel Stroud,,,Director,170400,0
201603,930386823,201740469349303049,LEGACY EMANUEL HOSPITAL AND HEALTH CENTER,BRIAN P YOUNG MD,,,VP,478094,
201603,930386823,201740469349303049,LEGACY EMANUEL HOSPITAL AND HEALTH CENTER,BRONWYN J HOUSTON,,,PRESIDENT/CAO,221353,
201603,930386823,201740469349303049,LEGACY EMANUEL HOSPITAL AND HEALTH CENTER,CAROL A BRADLEY,,,SR VP,,513906
201603,930386823,201740469349303049,LEGACY EMANUEL HOSPITAL AND HEALTH CENTER,DONALD A TOUSSAINT,,,VP,321007,
201603,930386823,201740469349303049,LEGACY EMANUEL HOSPITAL AND HEALTH CENTER,DUNCAN R NEILSON MD,,,VP,542268,
201603,930386823,201740469349303049,LEGACY EMANUEL HOSPITAL AND HEALTH CENTER,EVERETT W NEWCOMB III MD,,,SR VP,,1055035
201603,930386823,201740469349303049,LEGACY EMANUEL HOSPITAL AND HEALTH CENTER,GEORGE J BROWN MD,,,President & CEO,,2278868
201603,930386823,201740469349303049,LEGACY EMANUEL HOSPITAL AND HEALTH CENTER,JOHN J KENAGY,,,SR VP,,614432
201603,930386823,201740469349303049,LEGACY EMANUEL HOSPITAL AND HEALTH CENTER,JOHN P IGUIDBASHIAN MD,,,CARDIO SURGEON,1025023,
201603,930386823,201740469349303049,LEGACY EMANUEL HOSPITAL AND HEALTH CENTER,JONATHAN HILL MD,,,BOARD DIRECTOR,402263,11500
201603,930386823,201740469349303049,LEGACY EMANUEL HOSPITAL AND HEALTH CENTER,KEYVAN ABTIN MD,,,NEUROSURGEON,820879,
201603,930386823,201740469349303049,LEGACY EMANUEL HOSPITAL AND HEALTH CENTER,LEWIS L LOW MD,,,SR VP,,693263
201603,930386823,201740469349303049,LEGACY EMANUEL HOSPITAL AND HEALTH CENTER,LINDA S HOFF,,,CFO & TREASURER,,838827
201603,930386823,201740469349303049,LEGACY EMANUEL HOSPITAL AND HEALTH CENTER,LORI J MORGAN MD,,,PRESIDENT/CAO,611769,
201603,930386823,201740469349303049,LEGACY EMANUEL HOSPITAL AND HEALTH CENTER,MADLYN A MURREY,,,PRESIDENT/CAO,320820,
201603,930386823,201740469349303049,LEGACY EMANUEL HOSPITAL AND HEALTH CENTER,MAUREEN A BRADLEY,,,SR VP,,391624
201603,930386823,201740469349303049,LEGACY EMANUEL HOSPITAL AND HEALTH CENTER,MELINDA J MULLER MD,,,VP,469921,
201603,930386823,201740469349303049,LEGACY EMANUEL HOSPITAL AND HEALTH CENTER,MOLLY F BURCHELL MD,,,VP,481408,
201603,930386823,201740469349303049,LEGACY EMANUEL HOSPITAL AND HEALTH CENTER,MONICA C WEHBY MD,,,PED NEUROSURGEON,787773,
201603,930386823,201740469349303049,LEGACY EMANUEL HOSPITAL AND HEALTH CENTER,P ASHLEY WACKYM MD,,,VP LEGACY RESEARCH,535289,
201603,930386823,201740469349303049,LEGACY EMANUEL HOSPITAL AND HEALTH CENTER,RAMNIK S JHOOTY MD,,,CARDIOLOGIST,738455,
201603,930386823,201740469349303049,LEGACY EMANUEL HOSPITAL AND HEALTH CENTER,ROBERT E DEWITT,,,Secretary,,484383
201603,930386823,201740469349303049,LEGACY EMANUEL HOSPITAL AND HEALTH CENTER,SANDRA M WANEK MD,,,ECMO SURGEON,975281,
201603,930386823,201740469349303049,LEGACY EMANUEL HOSPITAL AND HEALTH CENTER,SONJA O STEVES,,,SR VP,,498289
201603,930386823,201740469349303049,LEGACY EMANUEL HOSPITAL AND HEALTH CENTER,TRENT S GREEN,,,SR VP,,659525
201512,930878074,201632809349300738,FAMILYCARE INC,JEFF HEATHERINGTON,,,PRESIDENT,657263,0
201512,930878074,201632809349300738,FAMILYCARE INC,WILLIAM MURRAY,,,COO,435816,0
201512,930878074,201632809349300738,FAMILYCARE INC,CHONG LEE,,,MEDICAL DIRECTOR,399764,0
201512,930878074,201632809349300738,FAMILYCARE INC,KEVIN CLANCY,,,VP FINANCE,280611,0
201512,930878074,201632809349300738,FAMILYCARE INC,OSCAR CLARK,,,VP COMMUNITY & HEALTH SERVICE,259606,0
201512,930878074,201632809349300738,FAMILYCARE INC,CHRISTOPHER DIAZ,,,VP INFORMATION TECHNOLOGY,263919,0
201512,930878074,201632809349300738,FAMILYCARE INC,CHERI PFANNES,,,VP CORPORATE COMPLIANCE,165056,0
201512,930878074,201632809349300738,FAMILYCARE INC,JOSEPH BADOLATO,,,DIRECTOR,275956,0
201512,930878074,201632809349300738,FAMILYCARE INC,ANTHONY JACKSON,,,MANAGER,195577,0
201512,930878074,201632809349300738,FAMILYCARE INC,MARY BRENNER,,,DIRECTOR,188817,0
201512,930878074,201632809349300738,FAMILYCARE INC,CINDY BECKER,,,VP COMMUNITY & GOVT RELATIONS,194128,0
201612,930878074,201723129349302907,FAMILYCARE INC,JEFFREY HEATHERINGTON,,,"PRESIDENT, CEO AND DIRECTOR",654442,0
201612,930878074,201723129349302907,FAMILYCARE INC,PAIGE JACKSON,,,VP,211884,0
201612,930878074,201723129349302907,FAMILYCARE INC,WILLIAM MURRAY,,,COO,426480,0
201612,930878074,201723129349302907,FAMILYCARE INC,KEVIN CLANCY,,,VP FINANCE,320016,0
201612,930878074,201723129349302907,FAMILYCARE INC,OSCAR CLARK,,,VP COMMUNITY & HEALTH SERV,251461,0
201612,930878074,201723129349302907,FAMILYCARE INC,CHRISTOPHER DIAZ,,,VP INFORMATION TECHNOLOGY,281447,0
201612,930878074,201723129349302907,FAMILYCARE INC,CHERI PFANNES,,,VP CORPORATE COMPLIANCE,158147,0
201612,930878074,201723129349302907,FAMILYCARE INC,CHONG LEE,,,MEDICAL DIRECTOR,253646,0
201612,930878074,201723129349302907,FAMILYCARE INC,JOSEPH BADOLATO,,,DIRECTOR,296914,0
201612,930878074,201723129349302907,FAMILYCARE INC,BENNETT GARNER,,,DIRECTOR,318945,0
201612,930878074,201723129349302907,FAMILYCARE INC,ANNA JIMENEZ,,,DIRECTOR,274543,0
201612,930878074,201723129349302907,FAMILYCARE INC,ALEXANDER BULOCHNIK,,,MANAGER,201980,0
201512,930438772,201633199349303308,OREGON DENTAL SERVICE,Kraig Anderson,,,Sr Vice President,0,717139
201512,930438772,201633199349303308,OREGON DENTAL SERVICE,Thomas J Bikales,,,Secretary,0,326977
201512,930438772,201633199349303308,OREGON DENTAL SERVICE,Robert G Gootee,,,CEO,0,2521496
201512,930438772,201633199349303308,OREGON DENTAL SERVICE,Susan Hansen,,,Vice President,0,343180
201512,930438772,201633199349303308,OREGON DENTAL SERVICE,Tracie Murphy,,,SR Vice President,0,761865
201512,930438772,201633199349303308,OREGON DENTAL SERVICE,Robin Richardson,,,SR Vice President,0,758849
201512,930438772,201633199349303308,OREGON DENTAL SERVICE,William Ten Pas,,,PRESIDENT,0,441570
201512,930438772,201633199349303308,OREGON DENTAL SERVICE,David Evans,,,TREASURER,0,772969
201512,930438772,201633199349303308,OREGON DENTAL SERVICE,William Johnson,,,SR Vice President,0,864890
201512,930438772,201633199349303308,OREGON DENTAL SERVICE,CHANDRA WAHRGREN,,,VICE PRESIDENT,0,387105
201512,930438772,201633199349303308,OREGON DENTAL SERVICE,Steven Wynne,,,Executive Vice President,0,1145167
201512,930438772,201633199349303308,OREGON DENTAL SERVICE,Scott Loftin,,,Vice President,0,377176
201512,930438772,201633199349303308,OREGON DENTAL SERVICE,Jay Lamb,,,Senior Vice President,0,714837
201512,930438772,201633199349303308,OREGON DENTAL SERVICE,Teri Barichello,,,Vice President,0,391706
201512,930438772,201633199349303308,OREGON DENTAL SERVICE,Mary Lou True,,,Vice President,0,551127
201512,930438772,201633199349303308,OREGON DENTAL SERVICE,Christopher Verbiest,,,Vice President,0,550111
201612,930438772,201723189349301812,OREGON DENTAL SERVICE,Kraig Anderson,,,Sr Vice President,,622771
201612,930438772,201723189349301812,OREGON DENTAL SERVICE,Thomas J Bikales,,,Secretary,,429767
201612,930438772,201723189349301812,OREGON DENTAL SERVICE,Robert G Gootee,,,CEO & PRESIDENT,,1716235
201612,930438772,201723189349301812,OREGON DENTAL SERVICE,Susan Hansen,,,Vice President,,297519
201612,930438772,201723189349301812,OREGON DENTAL SERVICE,Tracie Murphy,,,SR Vice President,,1131152
201612,930438772,201723189349301812,OREGON DENTAL SERVICE,Robin Richardson,,,SR Vice President,,1135656
201612,930438772,201723189349301812,OREGON DENTAL SERVICE,David Evans,,,TREASURER,,654863
201612,930438772,201723189349301812,OREGON DENTAL SERVICE,William Johnson,,,SR Vice President,,692030
201612,930438772,201723189349301812,OREGON DENTAL SERVICE,Chandra Wahrgren,,,VICE PRESIDENT,,360257
201612,930438772,201723189349301812,OREGON DENTAL SERVICE,Steven Wynne,,,Executive Vice President,,882441
201612,930438772,201723189349301812,OREGON DENTAL SERVICE,Scott Loftin,,,Sr. Vice President,,465536
201612,930438772,201723189349301812,OREGON DENTAL SERVICE,Jay Lamb,,,Senior Vice President,,971710
201612,930438772,201723189349301812,OREGON DENTAL SERVICE,Teri Barichello,,,Vice President,,366773
201612,930438772,201723189349301812,OREGON DENTAL SERVICE,Robert Mills,,,Director,,324521
201612,930438772,201723189349301812,OREGON DENTAL SERVICE,Mehdi Tabrizi,,,Director,,255314
201612,930438772,201723189349301812,OREGON DENTAL SERVICE,Robert Judge,,,Director,,252026
201512,237315673,201603199349305310,OREGON COMMUNITY FOUNDATION,,Max Williams,,CEO/Asst Secretary/Treasurer,401524,0
201512,237315673,201603199349305310,OREGON COMMUNITY FOUNDATION,,Elizabeth Carey,,Assistant Secretary/CFO,234428,0
201512,237315673,201603199349305310,OREGON COMMUNITY FOUNDATION,,Laura Winter,,VP for Donor Relations,184713,0
201512,237315673,201603199349305310,OREGON COMMUNITY FOUNDATION,,Kathleen Cornett,,VP for Grants and Programs,199703,0
201512,237315673,201603199349305310,OREGON COMMUNITY FOUNDATION,,Johanna Thoeresz,,Chief Development Officer,216905,0
201512,930429015,201613219349300006,PORTLAND ADVENTIST MEDICAL CENTER,CARMEN ROBERT,,,Former Dir/Chair,,233418
201512,930429015,201613219349300006,PORTLAND ADVENTIST MEDICAL CENTER,REBOK DOUGLAS,,,Former Asst Secretary,,626526
